isin,security_name,index
ES0144580Y14,Iberdrola SA,EU_total
NL0011821202,ING Groep NV,EU_total
DE0006602006,GEA Group AG,EU_total
GB00B10RZP78,Unilever PLC,EU_total
SE0006422390,Thule Group AB,EU_total
CH1169360919,Accelleron Industries AG,EU_total
NL0000008977,Heineken Holding NV,EU_total
NL0000360618,SBM Offshore NV,EU_total
NL0000379121,Randstad NV,EU_total
CH1431598916,Inficon Holding AG,EU_total
IT0005282865,Reply SpA,EU_total
AT0000746409,Verbund AG,EU_total
BE0974264930,Ageas SA/NV,EU_total
DK0060094928,Orsted AS,EU_total
SE0000872095,Swedish Orphan Biovitrum AB,EU_total
ES0125220311,Acciona SA,EU_total
BE0003797140,Groupe Bruxelles Lambert NV,EU_total
DE000PAG9113,Dr Ing hc F Porsche AG,EU_total
GB00B1N7Z094,Safestore Holdings PLC,EU_total
SE0015658109,Epiroc AB,EU_total
FI0009000202,Kesko Oyj,EU_total
DK0060257814,Zealand Pharma A/S,EU_total
ES0167050915,ACS Actividades de Construccio,EU_total
BE0003851681,Aedifica SA,EU_total
IT0005495657,Saipem SpA,EU_total
AT0000652011,Erste Group Bank AG,EU_total
DK0010307958,Jyske Bank A/S,EU_total
GB00BYT18307,TBC Bank Group PLC,EU_total
FI4000552500,Sampo Oyj,EU_total
SE0001515552,Indutrade AB,EU_total
GB00B62G9D36,Shaftesbury Capital PLC,EU_total
ES0124244E34,Mapfre SA,EU_total
GB00B3MBS747,Ocado Group PLC,EU_total
ES0116870314,Naturgy Energy Group SA,EU_total
IT0000072618,Intesa Sanpaolo SpA,EU_total
GB00BYQ0JC66,Beazley PLC,EU_total
FR0000039299,Bollore SE,EU_total
DK0010311471,Sydbank AS,EU_total
CH1216478797,DSM-Firmenich AG,EU_total
IT0003132476,Eni SpA,EU_total
NL0011540547,ABN AMRO Bank NV,EU_total
DK0060636678,Tryg A/S,EU_total
FR0010340141,Aeroports de Paris SA,EU_total
FR0010208488,Engie SA,EU_total
FR0000064578,Covivio SA/France,EU_total
FR0000133308,Orange SA,EU_total
ES0105025003,Merlin Properties Socimi SA,EU_total
CH0435377954,SIG Group AG,EU_total
IT0005211237,Italgas SpA,EU_total
AT0000937503,voestalpine AG,EU_total
IT0003261697,Azimut Holding SpA,EU_total
BE0974293251,Anheuser-Busch InBev SA/NV,EU_total
NL0015002CX3,QIAGEN NV,EU_total
NL0000226223,STMicroelectronics NV,EU_total
IT0005508921,Banca Monte dei Paschi di Sien,EU_total
IT0000072170,FinecoBank Banca Fineco SpA,EU_total
PTEDP0AM0009,EDP SA,EU_total
ES0173093024,Redeia Corp SA,EU_total
LU1598757687,ArcelorMittal SA,EU_total
BE0003823409,Financiere de Tubize SA,EU_total
NL0009432491,Koninklijke Vopak NV,EU_total
IT0001233417,A2A SpA,EU_total
FI0009007132,Fortum Oyj,EU_total
IT0003796171,Poste Italiane SpA,EU_total
NL0015435975,Davide Campari-Milano NV,EU_total
IT0000066123,BPER Banca SPA,EU_total
FR0000124141,Veolia Environnement SA,EU_total
FR0000120578,Sanofi SA,EU_total
CH0360826991,Comet Holding AG,EU_total
PTGAL0AM0009,Galp Energia SGPS SA,EU_total
IT0003128367,Enel SpA,EU_total
NO0003043309,Kongsberg Gruppen ASA,EU_total
DE000A1DAHH0,Brenntag SE,EU_total
ES0130960018,Enagas SA,EU_total
IT0003242622,Terna - Rete Elettrica Naziona,EU_total
NL0012015705,Just Eat Takeaway.com NV,EU_total
FR0010259150,Ipsen SA,EU_total
NL0010801007,IMCD NV,EU_total
IT0003153415,Snam SpA,EU_total
LU2598331598,Tenaris SA,EU_total
NL0015000LU4,Iveco Group NV,EU_total
FR0013280286,BioMerieux,EU_total
FR0010451203,Rexel SA,EU_total
ES0140609019,CaixaBank SA,EU_total
BE0003822393,Elia Group SA/NV,EU_total
ES0127797019,EDP Renovaveis SA,EU_total
IE00BD1RP616,Bank of Ireland Group PLC,EU_total
IT0004810054,Unipol Assicurazioni SpA,EU_total
NO0010345853,Aker BP ASA,EU_total
ES0105777017,Puig Brands SA,EU_total
PLDINPL00011,Dino Polska SA,EU_total
IE00BF0L3536,AIB Group PLC,EU_total
NL0012969182,Adyen NV,EU_total
GB00BNTJ3546,Allfunds Group Plc,EU_total
DE000A0Z2ZZ5,Freenet AG,EU_total
NL0012059018,EXOR NV,EU_total
IT0001250932,Hera SpA,EU_total
DE000A0LD6E6,Gerresheimer AG,EU_total
CH1101098163,Belimo Holding AG,EU_total
SE0009922164,Essity AB,EU_total
DE000A2E4K43,Delivery Hero SE,EU_total
GB00BGXQNP29,Phoenix Group Holdings PLC,EU_total
SE0014781795,AddTech AB,EU_total
FO0000000179,Bakkafrost P/F,EU_total
CH0528751586,VZ Holding AG,EU_total
FI4000074984,Valmet Oyj,EU_total
IE0002424939,DCC PLC,EU_total
GB0007669376,St James's Place PLC,EU_total
GB00B7KR2P84,easyJet PLC,EU_total
CH0130293662,BKW AG,EU_total
SE0000375115,Mycronic AB,EU_total
SE0015988019,Nibe Industrier AB,EU_total
SE0006993770,Axfood AB,EU_total
DE000KGX8881,KION Group AG,EU_total
DE000EVNK013,Evonik Industries AG,EU_total
FR0014000MR3,Eurofins Scientific SE,EU_total
ES0183746314,Vidrala SA,EU_total
LU2237380790,Allegro.eu SA,EU_total
DE000A12DM80,Scout24 SE,EU_total
IT0005366767,Nexi SpA,EU_total
GB0003718474,Games Workshop Group PLC,EU_total
DK0061802139,ALK-Abello A/S,EU_total
SE0011337708,AAK AB,EU_total
GB0002318888,Cranswick PLC,EU_total
JE00BRX98089,CVC Capital Partners PLC,EU_total
DE000SHL1006,Siemens Healthineers AG,EU_total
DK0060854669,Ringkjoebing Landbobank A/S,EU_total
PLBZ00000044,Santander Bank Polska SA,EU_total
BE0003604155,Lotus Bakeries NV,EU_total
SE0022419784,Sectra AB,EU_total
IM00B5VQMV65,Entain PLC,EU_total
SE0012853455,EQT AB,EU_total
ES0184262212,Viscofan SA,EU_total
DE000A2LQ884,Auto1 Group SE,EU_total
GB0004544929,Imperial Brands PLC,EU_total
GB00BG49KP99,Tritax Big Box REIT PLC,EU_total
CH0009002962,Barry Callebaut AG,EU_total
NL00150001Q9,Stellantis NV,EU_total
GB0002875804,British American Tobacco PLC,EU_total
CH0311864901,VAT Group AG,EU_total
FR0013447729,Verallia SA,EU_total
SE0012673267,Evolution AB,EU_total
FR0011726835,Gaztransport Et Technigaz SA,EU_total
IT0003828271,Recordati Industria Chimica e,EU_total
FR0014004L86,Dassault Aviation SA,EU_total
IT0003492391,DiaSorin SpA,EU_total
NO0010161896,DNB Bank ASA,EU_total
DE0008404005,Allianz SE,EU_total
DE0007037129,RWE AG,EU_total
DE000BAY0017,Bayer AG,EU_total
DE0005190003,Bayerische Motoren Werke AG,EU_total
DK0060946788,Ambu A/S,EU_total
DE000CBK1001,Commerzbank AG,EU_total
DE0005140008,Deutsche Bank AG,EU_total
DE000BASF111,BASF SE,EU_total
DE0006048432,Henkel AG & Co KGaA,EU_total
DE0008232125,Deutsche Lufthansa AG,EU_total
DE0007236101,Siemens AG,EU_total
DE0007664039,Volkswagen AG,EU_total
DE000ENAG999,E.ON SE,EU_total
DE0005200000,Beiersdorf AG,EU_total
DE0006047004,Heidelberg Materials AG,EU_total
DE000KSAG888,K+S AG,EU_total
DE0008430026,Muenchener Rueckversicherungs-,EU_total
DE0005785604,Fresenius SE & Co KGaA,EU_total
DE0007164600,SAP SE,EU_total
DE0006599905,Merck KGaA,EU_total
DE000DTR0CK8,Daimler Truck Holding AG,EU_total
DE000A1EWWW0,adidas AG,EU_total
DE0005557508,Deutsche Telekom AG,EU_total
DE0005552004,Deutsche Post AG,EU_total
SE0005127818,Sagax AB,EU_total
DE0005785802,Fresenius Medical Care AG,EU_total
DE000ZAL1111,Zalando SE,EU_total
DE0007100000,Mercedes-Benz Group AG,EU_total
DE0007500001,thyssenkrupp AG,EU_total
NL0015001FS8,Ferrovial SE,EU_total
DE0006231004,Infineon Technologies AG,EU_total
DE0005810055,Deutsche Boerse AG,EU_total
DE0008402215,Hannover Rueck SE,EU_total
DE0005439004,Continental AG,EU_total
DE000TUAG505,TUI AG,EU_total
DE0005470405,LANXESS AG,EU_total
GB0000811801,Barratt Redrow PLC,EU_total
GB00BP0RGD03,Berkeley Group Holdings PLC,EU_total
AT0000BAWAG2,BAWAG Group AG,EU_total
IT0000784196,Banca Popolare di Sondrio SPA,EU_total
GB00BND88V85,Bridgepoint Group PLC,EU_total
GB00B61TVQ02,Inchcape PLC,EU_total
GB0033195214,Kingfisher PLC,EU_total
NO0010310956,Salmar ASA,EU_total
GB0031274896,Marks & Spencer Group PLC,EU_total
GB0032089863,Next PLC,EU_total
GB0006776081,Pearson PLC,EU_total
GB0006825383,Persimmon PLC,EU_total
GB00B2B0DG97,RELX PLC,EU_total
GB0008782301,Taylor Wimpey PLC,EU_total
CH0432492467,Alcon AG,EU_total
GB00B1KJJ408,Whitbread PLC,EU_total
JE00B8KF9B49,WPP PLC,EU_total
FR0000120404,Accor SA,EU_total
FR0000130403,Christian Dior SE,EU_total
GB0009223206,Smith & Nephew PLC,EU_total
FR0000121014,LVMH Moet Hennessy Louis Vuitt,EU_total
FR001400AJ45,Cie Generale des Etablissement,EU_total
DK0060448595,Coloplast A/S,EU_total
NL0011585146,Ferrari NV,EU_total
FR0000121485,Kering SA,EU_total
FR0000130577,Publicis Groupe SA,EU_total
FR0000131906,Renault SA,EU_total
FR0000121709,SEB SA,EU_total
DK0010272632,GN Store Nord AS,EU_total
NL0006237562,Arcadis NV,EU_total
FR0000121220,Sodexo SA,EU_total
FR0013176526,Valeo SE,EU_total
SE0016589188,Electrolux AB,EU_total
SE0014960373,Sweco AB,EU_total
GB00BD3VFW73,ConvaTec Group PLC,EU_total
NL0000395903,Wolters Kluwer NV,EU_total
DE000PAH0038,Porsche Automobil Holding SE,EU_total
SE0000163628,Elekta AB,EU_total
SE0000106270,H & M Hennes & Mauritz AB,EU_total
DE0007030009,Rheinmetall AG,EU_total
DK0060738599,Demant A/S,EU_total
FR0000051807,Teleperformance SE,EU_total
GB00BDR05C01,National Grid PLC,EU_total
CY0200352116,Frontline PLC,EU_total
DE0006969603,Puma SE,EU_total
SE0000667925,Telia Co AB,EU_total
FR0000052292,Hermes International SCA,EU_total
NO0010063308,Telenor ASA,EU_total
FI0009007884,Elisa Oyj,EU_total
ES0148396007,Industria de Diseno Textil SA,EU_total
SE0001662230,Husqvarna AB,EU_total
GB00BMJ6DW54,Informa PLC,EU_total
GB00BN7SWP63,GSK PLC,EU_total
GB00BHJYC057,InterContinental Hotels Group,EU_total
GB0031215220,Carnival PLC,EU_total
GB00B02J6398,Admiral Group PLC,EU_total
GB0031743007,Burberry Group PLC,EU_total
FI0009014377,Orion Oyj,EU_total
GB00BD6K4575,Compass Group PLC,EU_total
CH1243598427,Sandoz Group AG,EU_total
GB0033986497,ITV PLC,EU_total
GB00B0LCW083,Hikma Pharmaceuticals PLC,EU_total
GB0009895292,AstraZeneca PLC,EU_total
GB0000536739,Ashtead Group PLC,EU_total
GB0006731235,Associated British Foods PLC,EU_total
IE0000669501,Glanbia PLC,EU_total
GB00BGDT3G23,Rightmove PLC,EU_total
GB0000961622,Balfour Beatty PLC,EU_total
DK0060252690,Pandora A/S,EU_total
GB00B0744B38,Bunzl PLC,EU_total
CH1429326825,Siegfried Holding AG,EU_total
GB00BJFFLV09,Croda International PLC,EU_total
CH0360674466,Galenica AG,EU_total
GB0000904986,Bellway PLC,EU_total
GB0003096442,RS GROUP PLC,EU_total
GB00BL9YR756,Wise PLC,EU_total
GB0002374006,Diageo PLC,EU_total
GB0004052071,Halma PLC,EU_total
DE000TLX1005,Talanx AG,EU_total
SE0000107203,Industrivarden AB,EU_total
GB0005405286,HSBC Holdings PLC,EU_total
GB00BYZDVK82,Softcat PLC,EU_total
GB00BGLP8L22,IMI PLC,EU_total
BMG4593F1389,Hiscox Ltd,EU_total
NL0011821392,Signify NV,EU_total
GB0005576813,Howden Joinery Group PLC,EU_total
GB00BH4HKS39,Vodafone Group PLC,EU_total
GB00B39J2M42,United Utilities Group PLC,EU_total
PTBCP0AM0015,Banco Comercial Portugues SA,EU_total
GB0031348658,Barclays PLC,EU_total
GB00B082RF11,Rentokil Initial PLC,EU_total
GB00BM8PJY71,NatWest Group PLC,EU_total
DK0010272202,Genmab A/S,EU_total
GB00B5ZN1N88,Segro PLC,EU_total
GB00BP92CJ43,Tate & Lyle PLC,EU_total
GB00B019KW72,J Sainsbury PLC,EU_total
GB00BM8Q5M07,JD Sports Fashion PLC,EU_total
FR0000130809,Societe Generale SA,EU_total
GB00BP9LHF23,Schroders PLC,EU_total
DE000ENER6Y0,Siemens Energy AG,EU_total
GB0007973794,Serco Group PLC,EU_total
ES0113679I37,Bankinter SA,EU_total
IL0011284465,Plus500 Ltd,EU_total
NL0014559478,Technip Energies NV,EU_total
IT0003856405,Leonardo SpA,EU_total
GB00B1WY2338,Smiths Group PLC,EU_total
GB00BNNTLN49,Pennon Group PLC,EU_total
IE00B00MZ448,Grafton Group PLC,EU_total
GB0004082847,Standard Chartered PLC,EU_total
GB00BLGZ9862,Tesco PLC,EU_total
GB00B8C3BL03,Sage Group PLC/The,EU_total
FI0009005961,Stora Enso Oyj,EU_total
GB00BF8Q6K64,Aberdeen Group PLC,EU_total
GB0008706128,Lloyds Banking Group PLC,EU_total
ES0113860A34,Banco de Sabadell SA,EU_total
DK0061539921,Vestas Wind Systems A/S,EU_total
IT0001347308,Buzzi SpA,EU_total
GB0002869419,Big Yellow Group PLC,EU_total
GB00BY9D0Y18,Direct Line Insurance Group PL,EU_total
CH1386220409,Sunrise Communications AG,EU_total
FR0000045072,Credit Agricole SA,EU_total
GB00B0WMWD03,QinetiQ Group PLC,EU_total
GB00BNGDN821,Melrose Industries PLC,EU_total
NO0011202772,Var Energi ASA,EU_total
GB0001826634,Diploma PLC,EU_total
IT0005218380,Banco BPM SpA,EU_total
AT0000606306,Raiffeisen Bank International,EU_total
GB00B63QSB39,Greggs PLC,EU_total
SE0010100958,Investment AB Latour,EU_total
